@relation missing_fixed(2)-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0

@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Temp numeric
@attribute TMax numeric
@attribute Tmin numeric
@attribute SLP numeric
@attribute Humidity numeric
@attribute PPresure numeric
@attribute VVisiblity numeric
@attribute VavgWindSpeed numeric
@attribute VMWindSpeed numeric
@attribute VGspeed numeric
@attribute RAin numeric
@attribute SNow numeric
@attribute TStrom numeric
@attribute FoG numeric
@attribute NowCast numeric
@attribute Raw numeric
@attribute AQI_CATEGORY {'very unhealthy ',hazardous,moderate,good,'moderate unhealthy ',unhealthy}

@data
2016,11,19,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,0,4,0,1,0,127.016667,125.041667,'moderate unhealthy '
2019,6,8,29.3,33.5,26.5,1003,78,0,4.7,3.5,9.4,0,15,0,11,0,18.845833,19.041667,'moderate unhealthy '
2018,2,5,23.4,29.2,18.3,1012.5,57,20.32,3.3,1.4,5.6,0,1,0,1,4,126.704167,133.458333,'moderate unhealthy '
2016,3,24,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,110.6625,111.416667,'moderate unhealthy '
2019,1,1,22.7,27,13.4,1017.8,45,0,3.7,1.3,5.4,0,0,0,0,0,130.63913,130.73913,'moderate unhealthy '
2017,11,15,23.6,27.2,21.4,1011.3,78,3.56,3.4,0.9,3.5,0,3,0,0,0,53.983333,53.5,'moderate unhealthy '
2018,7,13,29.4,32.6,26.7,998.9,81,354.84,4.5,3.7,7.9,0,22,0,5,0,17.5125,15.75,'moderate unhealthy '
2019,8,16,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,0,17,1,1,0,26.7625,26.833333,'moderate unhealthy '
2016,5,7,26.8,31.6,23.4,1008.8,75,4.06,3.7,4.3,14.8,0,11,0,9,0,62.0125,59.458333,'moderate unhealthy '
2018,1,11,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,258.225,256.958333,'moderate unhealthy '
2019,7,15,27.3,30.2,25.9,1000.3,89,1.27,4.5,3.3,9.4,0,21,0,9,0,42.375,41.75,'moderate unhealthy '
2018,2,5,23.4,29.2,18.3,1012.5,57,20.32,3.3,1.4,5.6,0,1,0,1,4,126.704167,133.458333,'moderate unhealthy '
2017,11,25,21.8,28.7,19,1013.6,62,0,3.9,3,9.4,0,3,0,0,0,149.308333,147.666667,'moderate unhealthy '
2017,10,19,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,27.7125,27.333333,'moderate unhealthy '
2017,10,18,29.3,32.2,26.5,1006.7,75,0,4.7,2.4,7.6,0,9,0,1,0,54.054167,50.166667,'moderate unhealthy '
2019,5,19,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,0,3,0,2,0,63.8,65.041667,'moderate unhealthy '
2016,7,30,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,46.970833,46.875,'moderate unhealthy '
2017,9,24,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,82.437083,78.029167,'moderate unhealthy '
2019,7,9,29.2,31.5,26.9,998.9,88,0.25,4.5,4.8,9.4,0,21,0,9,0,30.091667,29,'moderate unhealthy '
2018,8,15,31.3,34.8,27.6,1000.6,67,0,5,6.5,11.1,0,19,0,4,0,13.5125,12.75,'moderate unhealthy '
2017,5,28,29.9,34.3,25.6,1004.6,72.4,201.69,5.1,2.2,7,0,10,0,6,0,74.316667,73.541667,'moderate unhealthy '
2019,1,21,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,213.533333,211.583333,'moderate unhealthy '
2016,11,20,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,0,4,0,1,0,106.1,105.416667,'moderate unhealthy '
2016,8,13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,0,18,0,4,0,42.108333,42.75,'moderate unhealthy '
2016,7,17,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,28.116667,28.125,'moderate unhealthy '
2016,7,17,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,28.116667,28.125,'moderate unhealthy '
2019,9,28,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,0,21,0,9,0,38.145833,38.166667,'moderate unhealthy '
2016,7,13,27.6,33.5,19.5,1000.2,94,21.34,4.5,1.5,3.5,0,22,0,4,0,26.55,27.333333,'moderate unhealthy '
2016,12,20,21.2,26.8,18.2,1013.1,67,0,3.9,0.7,3.5,0,0,0,0,0,169.841667,168.791667,'moderate unhealthy '
2018,4,15,27.9,34.4,21,1008,65,0,4.7,0,10,0,10,0,13,0,20,18.371429,'moderate unhealthy '
2018,8,3,28.3,32.6,25.6,999.8,82,16.51,4.3,2.4,5.4,0,19,0,4,0,44.691667,84.583333,'moderate unhealthy '
2017,10,21,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,10.975,10.708333,'moderate unhealthy '
2019,5,9,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,0,3,0,2,0,56.504167,56.291667,'moderate unhealthy '
2018,4,15,27.9,34.4,21,1008,65,0,4.7,0,10,0,10,0,13,0,20,18.371429,'moderate unhealthy '
2018,8,16,30.6,34.6,26.7,1001.2,70,0.51,5,3.9,9.4,0,19,0,4,0,25.25,26.208333,'moderate unhealthy '
2018,8,1,27.9,32.5,26.6,998.5,86,25.15,4,1.3,5.4,0,19,0,4,0,22.404167,140.375,'moderate unhealthy '
2017,4,4,28,32.7,23.4,1006.4,72.2,230.38,4.8,3.5,8.1,0,9,0,7,0,36.233333,35.958333,'moderate unhealthy '
2018,4,20,28.6,35,22.5,1005.5,72,16.76,6,3.3,7.6,0,10,0,13,0,66.073913,22.086957,'moderate unhealthy '
2016,1,25,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,'moderate unhealthy '
2016,2,10,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,'moderate unhealthy '
2018,11,3,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,83.620833,83,'moderate unhealthy '
2016,8,13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,0,18,0,4,0,42.108333,42.75,'moderate unhealthy '
2016,7,23,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,29.916667,30.875,'moderate unhealthy '
2017,10,19,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,27.7125,27.333333,'moderate unhealthy '
2016,3,31,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,65.495833,65.541667,'moderate unhealthy '
2016,10,10,28.8,33.5,26.6,1004.3,79,0.25,4.7,0.6,3.5,0,11,0,6,0,37.104167,36.833333,'moderate unhealthy '
2016,9,9,30.6,33.2,27.5,1005.4,69,0,5,3,5.4,0,18,0,6,0,51.529167,51.416667,'moderate unhealthy '
2017,6,15,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,26.2125,25.916667,'moderate unhealthy '
2018,8,1,27.9,32.5,26.6,998.5,86,25.15,4,1.3,5.4,0,19,0,4,0,22.404167,140.375,'moderate unhealthy '
2018,3,28,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,0,2,0,0,0,40.885714,40.142857,'moderate unhealthy '
2018,3,2,26.7,32.6,20.8,1007.8,56,0,3.9,1.9,9.4,0,2,0,0,0,162.8875,163.541667,'moderate unhealthy '
2016,10,23,29.3,33.2,22.8,1005.9,51,0,4.7,2.8,9.4,0,11,0,6,0,75.920833,74.708333,'moderate unhealthy '
2017,3,7,25,30.1,20.1,1009.5,64.5,98.81,4.2,1.8,5.8,0,5,0,6,1,112.1875,114.708333,'moderate unhealthy '
2018,8,3,28.3,32.6,25.6,999.8,82,16.51,4.3,2.4,5.4,0,19,0,4,0,44.691667,84.583333,'moderate unhealthy '
2018,2,10,23.6,28.5,20.4,1014.3,46,0,2.7,1.9,3.5,0,1,0,1,4,115.133333,114.041667,'moderate unhealthy '
2016,8,13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,0,18,0,4,0,42.108333,42.75,'moderate unhealthy '
2016,5,7,26.8,31.6,23.4,1008.8,75,4.06,3.7,4.3,14.8,0,11,0,9,0,62.0125,59.458333,'moderate unhealthy '
2016,10,23,29.3,33.2,22.8,1005.9,51,0,4.7,2.8,9.4,0,11,0,6,0,75.920833,74.708333,'moderate unhealthy '
2016,1,8,21.2,26.8,14.4,1014.5,68,0,1.9,1.1,3.5,0,1,0,0,11,77.74,78.47,'moderate unhealthy '
2017,10,27,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,91.325,90.916667,'moderate unhealthy '
2017,9,16,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,53.745833,9.041667,'moderate unhealthy '
2018,2,17,22.3,28.3,16.1,1011,56,0,4,1.1,5.4,0,1,0,1,4,154.416667,157.083333,'moderate unhealthy '
2019,7,15,27.3,30.2,25.9,1000.3,89,1.27,4.5,3.3,9.4,0,21,0,9,0,42.375,41.75,'moderate unhealthy '
2017,7,13,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,27.1375,26.791667,'moderate unhealthy '
2018,2,17,22.3,28.3,16.1,1011,56,0,4,1.1,5.4,0,1,0,1,4,154.416667,157.083333,'moderate unhealthy '
2016,1,25,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,'moderate unhealthy '
2016,6,5,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,44.266667,44.333333,'moderate unhealthy '
2017,7,11,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,34.141667,35.041667,'moderate unhealthy '
2016,7,13,27.6,33.5,19.5,1000.2,94,21.34,4.5,1.5,3.5,0,22,0,4,0,26.55,27.333333,'moderate unhealthy '
2017,12,10,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,13.779167,14.208333,'moderate unhealthy '
2017,9,24,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,82.437083,78.029167,'moderate unhealthy '
2018,1,12,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,250.016667,248.708333,'moderate unhealthy '
2019,8,26,30.8,35.1,27.7,1002,70,0,5,4.4,9.4,0,17,1,1,0,37.270833,38.208333,'moderate unhealthy '
2016,12,20,21.2,26.8,18.2,1013.1,67,0,3.9,0.7,3.5,0,0,0,0,0,169.841667,168.791667,'moderate unhealthy '
2019,6,21,29.8,33.4,26.4,1001.1,79,246.36,4.8,4.5,11.2,0,15,0,11,0,33.325,33.166667,'moderate unhealthy '
2019,10,1,26.9,30.2,25.6,1007.9,90,45.72,4.2,3,9.4,0,8,0,6,0,32.683333,32.958333,'moderate unhealthy '
2018,3,2,26.7,32.6,20.8,1007.8,56,0,3.9,1.9,9.4,0,2,0,0,0,162.8875,163.541667,'moderate unhealthy '
2016,8,13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,0,18,0,4,0,42.108333,42.75,'moderate unhealthy '
2017,2,14,23.7,29.4,18.5,1011.2,58,0.51,3.8,1.3,3.8,0,0,0,0,1,220.666667,218.041667,unhealthy
2017,9,17,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,43.775,42.958333,unhealthy
2018,9,14,28.4,33.1,26.2,1006.5,83,0,4.5,8.5,42.4,0,10,0,6,0,77.74,98.5,unhealthy
2018,6,21,30.8,34.7,27.8,1001.7,76,1.52,5.3,3.5,11.1,0,20,0,11,0,50.341667,49.833333,unhealthy
2018,1,31,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,210.470833,157.583333,unhealthy
2017,3,29,26.9,30.1,25.5,1006.7,84,13.97,4,0.7,5.4,0,5,0,6,1,50.795833,50.625,unhealthy
2016,7,21,29.2,30.9,27.7,1004.1,81,2.79,4.5,2.2,5.4,0,22,0,4,0,40.891667,35.07,unhealthy
2018,7,17,29.4,32.6,26.7,998.9,81,354.84,4.5,3.7,7.9,0,22,0,5,0,27.833333,28.291667,unhealthy
2018,6,12,29.4,33.4,25.6,999.6,81,304.3,4.5,3.5,10.4,0,20,0,11,0,32.995833,32.791667,unhealthy
2019,7,27,29.3,32.8,26.9,1000.3,81.9,360.4,4.5,4.7,9.6,0,21,0,9,0,14.529167,14.416667,unhealthy
2017,5,9,26.2,31.7,24,1008,76,0.51,5.1,6.9,25.9,0,10,0,6,0,41.033333,40.583333,unhealthy
2016,2,4,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,unhealthy
2019,10,25,23.9,25.9,21.6,1009.4,88,10.92,4,5.2,7.6,0,8,0,6,0,14.259091,66.29,unhealthy
2018,6,2,28.8,33.2,25.1,1004.5,83,1.78,4.5,2.8,5.4,0,20,0,11,0,41.883333,43.791667,unhealthy
2018,5,11,27.9,32.4,23.6,1005.5,76.6,333.76,4.6,4.2,9.2,0,15,0,12,0,26,26.916667,unhealthy
2019,9,17,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,0,21,0,9,0,40.4125,41.541667,unhealthy
2018,1,10,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,213.645833,218.041667,unhealthy
2016,3,9,29.5,34.5,22.5,1009.1,51,0,3.1,2,5.4,0,8,0,5,1,104,106.791667,unhealthy
2019,8,13,27.9,30.6,26.6,1001.5,87,13.72,4.3,8.3,14.8,0,17,1,1,0,4.4875,4.833333,unhealthy
2016,12,30,21.6,27.6,17.2,1013.3,70,0,3.5,1.2,3.6,0,0,0,0,0,167.816667,169.166667,unhealthy
2016,1,18,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,unhealthy
2017,1,11,20,25,14.8,1012.1,63,0,2.7,2.2,5.4,0,0,0,0,1,171.225,176.291667,unhealthy
2018,11,25,22.8,29.4,17.4,1014.1,66,0,3.9,1.9,9.4,0,0,0,0,0,91.120833,89.041667,unhealthy
2018,8,2,27.6,30.5,26.2,1000.8,88,10.41,4.2,2.2,9.4,0,19,0,4,0,40.754167,41.166667,unhealthy
2017,7,25,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,32.875,33.166667,unhealthy
2017,9,29,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,15.270833,16.666667,unhealthy
2019,8,22,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,0,17,1,1,0,46.143478,0.826087,unhealthy
2017,3,20,25,30.1,20.1,1009.5,64.5,98.81,4.2,1.8,5.8,0,5,0,6,1,62.479167,59.625,unhealthy
2017,1,18,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,292.125,289.416667,unhealthy
2016,4,13,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,63.2625,62.375,unhealthy
2017,9,29,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,15.270833,16.666667,unhealthy
2016,12,9,21.4,27.4,17,1010.9,70,0,3.5,1.9,3.5,0,0,0,0,0,139.45,140.791667,unhealthy
2018,2,12,23.4,29.2,18.3,1012.5,57,20.32,3.3,1.4,5.6,0,1,0,1,4,144.875,145.666667,unhealthy
2016,3,6,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,132.695833,130.208333,unhealthy
2016,6,14,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,50.695833,51.541667,unhealthy
2019,9,17,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,0,21,0,9,0,40.4125,41.541667,unhealthy
2016,4,3,27.4,31.5,24.4,1009.5,83,9.14,3.9,1.3,3.5,0,5,0,2,0,63.558333,61.541667,unhealthy
2018,6,12,29.4,33.4,25.6,999.6,81,304.3,4.5,3.5,10.4,0,20,0,11,0,32.995833,32.791667,unhealthy
2016,4,11,30.1,36.6,27.1,1003.3,80,0,4.5,4.4,14.8,0,5,0,2,0,55.25,54.708333,unhealthy
2016,2,11,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,unhealthy
2018,9,22,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,0,10,0,6,0,77.74,98.5,unhealthy
2017,3,9,24.1,27.8,18.8,1007.6,72,0,4.3,1.9,3.5,0,5,0,6,1,67.791667,68.625,unhealthy
2016,7,5,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,20.15,20,unhealthy
2018,9,13,27.6,29.6,25,1005,92,3.3,4.2,2.8,5.4,0,10,0,6,0,77.74,98.5,unhealthy
2016,5,21,24.4,25,23.8,997.2,93,63.5,3.1,11.1,22.2,0,11,0,9,0,15.2875,15.708333,unhealthy
2016,4,13,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,63.2625,62.375,unhealthy
2016,10,1,29,34,25.8,1007,79,0.25,4.5,0.6,3.5,0,11,0,6,0,45.425,45.833333,unhealthy
2017,2,25,23.7,29.4,18.5,1011.2,58,0.51,3.8,1.3,3.8,0,0,0,0,1,138.28,91.55,unhealthy
2016,2,11,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,unhealthy
2017,10,31,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,73.485417,69.145833,unhealthy
2016,4,22,31.4,36.4,28.2,1001.2,68,0,4.5,6.5,11.1,0,5,0,2,0,49.9875,49.5,unhealthy
2016,4,11,30.1,36.6,27.1,1003.3,80,0,4.5,4.4,14.8,0,5,0,2,0,55.25,54.708333,unhealthy
2018,11,17,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,149.366667,141.541667,unhealthy
2019,6,20,30.4,34.7,27.2,1000.8,78,10.92,4.8,0.7,5.4,0,15,0,11,0,50.8375,49.125,unhealthy
2018,11,25,22.8,29.4,17.4,1014.1,66,0,3.9,1.9,9.4,0,0,0,0,0,91.120833,89.041667,unhealthy
2017,12,30,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,128.558333,125,unhealthy
2017,7,19,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,13.4625,13.625,unhealthy
2017,3,20,25,30.1,20.1,1009.5,64.5,98.81,4.2,1.8,5.8,0,5,0,6,1,62.479167,59.625,unhealthy
2016,9,28,28.1,30.3,27.2,1005.1,89,0.51,4.3,0,4.3,0,18,0,6,0,71.908333,71.958333,unhealthy
2016,8,29,29.5,33.2,26.8,1001.3,78.1,172.98,4.8,2.1,5.5,0,18,0,4,0,44.3875,39.7,unhealthy
2017,9,2,29.2,33,27,1002.1,77,0,5.1,1.1,3.5,0,15,0,9,0,21.7375,21.916667,unhealthy
2016,7,24,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,37.2,37.208333,unhealthy
2018,1,29,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,230.329167,233.958333,unhealthy
2017,4,29,28,32.7,23.4,1006.4,72.2,230.38,4.8,3.5,8.1,0,9,0,7,0,44.65,43.541667,unhealthy
2018,6,17,29.4,33.4,25.6,999.6,81,304.3,4.5,3.5,10.4,0,20,0,11,0,36.679167,37.083333,unhealthy
2016,4,11,30.1,36.6,27.1,1003.3,80,0,4.5,4.4,14.8,0,5,0,2,0,55.25,54.708333,unhealthy
2016,4,11,30.1,36.6,27.1,1003.3,80,0,4.5,4.4,14.8,0,5,0,2,0,55.25,54.708333,unhealthy
2018,8,2,27.6,30.5,26.2,1000.8,88,10.41,4.2,2.2,9.4,0,19,0,4,0,40.754167,41.166667,unhealthy
2018,4,4,27.4,33,22.1,1007.8,67.6,331.46,4.6,3.2,10,0,10,0,13,0,99.056522,102.26087,unhealthy
2017,2,14,23.7,29.4,18.5,1011.2,58,0.51,3.8,1.3,3.8,0,0,0,0,1,220.666667,218.041667,unhealthy
2018,8,11,29.8,33.6,27.1,1000,77.6,166.12,4.6,3.2,8,0,19,0,4,0,32.975,32.875,unhealthy
2016,8,26,29.4,33.2,26,1005.3,83,0,4.8,0,5.5,0,18,0,4,0,29.991667,30.333333,unhealthy
2016,11,12,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,0,4,0,1,0,141.229167,139.708333,unhealthy
2018,9,13,27.6,29.6,25,1005,92,3.3,4.2,2.8,5.4,0,10,0,6,0,77.74,98.5,unhealthy
2018,2,9,23.1,28.6,17.6,1011.4,54,0,3.2,0.9,3.5,0,1,0,1,4,121.533333,125,unhealthy
2019,6,20,30.4,34.7,27.2,1000.8,78,10.92,4.8,0.7,5.4,0,15,0,11,0,50.8375,49.125,unhealthy
2018,4,6,27.4,33,22.1,1007.8,67.6,331.46,4.6,3.2,10,0,10,0,13,0,3.99,4.1,unhealthy
2018,12,9,20.3,27.6,16.2,1012.6,70,0,3.5,0.7,5.4,0,0,0,0,0,149.025,149.625,unhealthy
2018,11,16,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,172.633333,177.333333,unhealthy
2017,5,4,29.9,34.3,25.6,1004.6,72.4,201.69,5.1,2.2,7,0,10,0,6,0,61.870833,60.708333,unhealthy
2018,5,26,27.9,32.4,23.6,1005.5,76.6,333.76,4.6,4.2,9.2,0,15,0,12,0,35.2625,35.708333,unhealthy
2018,1,18,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,164.954167,160.583333,unhealthy
2016,1,19,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,unhealthy
2019,7,1,30,34.2,27.2,997.7,74,0.25,4.5,9.1,14.8,0,21,0,9,0,25.783333,24.75,unhealthy
2018,6,17,29.4,33.4,25.6,999.6,81,304.3,4.5,3.5,10.4,0,20,0,11,0,36.679167,37.083333,unhealthy
2016,6,14,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,50.695833,51.541667,unhealthy
2018,1,18,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,164.954167,160.583333,unhealthy
2019,7,28,29.3,32.2,26.3,1002.2,75,0,4.8,9.1,14.8,0,21,0,9,0,11.258333,11.041667,unhealthy
2018,9,13,27.6,29.6,25,1005,92,3.3,4.2,2.8,5.4,0,10,0,6,0,77.74,98.5,unhealthy
2016,1,24,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,unhealthy
2017,4,5,28,32.7,23.4,1006.4,72.2,230.38,4.8,3.5,8.1,0,9,0,7,0,45.15,1.125,unhealthy
2017,7,28,31.6,35,27,1003.7,71,0,5.6,0.6,3.5,0,14,0,8,0,46.183333,46.5,unhealthy
2017,11,23,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,176.483333,177.666667,unhealthy
2016,12,9,21.4,27.4,17,1010.9,70,0,3.5,1.9,3.5,0,0,0,0,0,139.45,140.791667,unhealthy
2018,9,13,27.6,29.6,25,1005,92,3.3,4.2,2.8,5.4,0,10,0,6,0,77.74,98.5,unhealthy
2018,2,12,23.4,29.2,18.3,1012.5,57,20.32,3.3,1.4,5.6,0,1,0,1,4,144.875,145.666667,unhealthy
2017,12,21,21.6,26.1,15.8,1016.6,70,0,2.3,0,4.4,0,3,0,0,7,154.075,154.041667,unhealthy
2017,7,25,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,32.875,33.166667,unhealthy
2016,2,18,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,unhealthy
2019,8,5,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,0,17,1,1,0,28.9375,28.208333,unhealthy
2016,4,13,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,63.2625,62.375,unhealthy
2017,9,2,29.2,33,27,1002.1,77,0,5.1,1.1,3.5,0,15,0,9,0,21.7375,21.916667,unhealthy
2016,8,29,29.5,33.2,26.8,1001.3,78.1,172.98,4.8,2.1,5.5,0,18,0,4,0,44.3875,39.7,unhealthy
2016,2,9,24.2,27.5,18.6,1012.3,65,0.51,1.9,0.6,3.5,0,2,0,0,8,77.74,78.47,unhealthy
2019,7,22,29.3,32.8,26.9,1000.3,81.9,360.4,4.5,4.7,9.6,0,21,0,9,0,18.670833,18.541667,unhealthy
2017,9,29,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,15.270833,16.666667,unhealthy
2016,3,28,24.8,29.2,21.6,1011.2,81,1.02,4.3,5.7,14.8,0,8,0,5,1,45.191667,43.833333,unhealthy
2018,5,6,27.9,32.4,23.6,1005.5,76.6,333.76,4.6,4.2,9.2,0,15,0,12,0,36.4625,34.833333,unhealthy
2018,11,16,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,172.633333,177.333333,unhealthy
2016,7,16,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,32.616667,32.833333,unhealthy
2016,2,20,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,unhealthy
2017,1,6,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,193.25,194.38,unhealthy
2019,5,8,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,0,3,0,2,0,61.35,59.708333,unhealthy
2018,12,30,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,133.575,133.875,unhealthy
2016,3,6,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,132.695833,130.208333,unhealthy
2017,7,26,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,29.783333,29.916667,unhealthy
2016,12,30,21.6,27.6,17.2,1013.3,70,0,3.5,1.2,3.6,0,0,0,0,0,167.816667,169.166667,unhealthy
2018,7,5,29.4,32.6,26.7,998.9,81,354.84,4.5,3.7,7.9,0,22,0,5,0,43.45,1.916667,unhealthy
2018,4,29,27.4,33,22.1,1007.8,67.6,331.46,4.6,3.2,10,0,10,0,13,0,38.275,37.041667,unhealthy
2018,12,18,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,54.183333,53.166667,unhealthy
2016,7,28,29.7,33.6,27.5,1004.7,79,0,5,0.4,3.5,0,22,0,4,0,32.404167,33.083333,unhealthy
2016,7,16,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,32.616667,32.833333,unhealthy
